No,;Time;;Source;Destination;;Length;Info;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
1397;9,158279;;162.159.134.234;192,168,100,98;TLSv1,2;312;Application Data;;;9,158279;9,160497;0,002217669;;1,95399E-14;0,002217669;0,002217669
1398;9,160497;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=5812 Win=514 Len=0;;;9,160497;9,162714;0,002217669;;1,77636E-15;0,002217669;0,002217669
1399;9,162714;;162.159.134.234;192,168,100,98;TLSv1,2;134;Application Data;;;9,162714;9,164932;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1400;9,164932;;192,168,100,98;74,125,68,19;TLSv1,2;2834;Ignored Unknown Record;;;9,164932;9,167150;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1401;9,167150;;192,168,100,98;74,125,68,19;TLSv1,2;93;Application Data;;;9,167150;9,169367;0,002217669;;1,77636E-15;0,002217669;0,002217669
1402;9,169367;;192,168,100,98;74,125,68,19;TLSv1,2;411;Application Data;;;9,169367;9,171585;0,002217669;;1,06581E-14;0,002217669;0,002217669
1403;9,171585;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=5892 Win=513 Len=0;;;9,171585;9,173803;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1404;9,173803;;162.159.134.234;192,168,100,98;TLSv1,2;305;Application Data;;;9,173803;9,176020;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1405;9,176020;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=6143 Win=512 Len=0;;;9,176020;9,178238;0,002217669;;1,77636E-15;0,002217669;0,002217669
1406;9,178238;;192,168,100,98;74,125,68,19;TCP;1466;[TCP Retransmission] 65356  >  443 [PSH, ACK] Seq=1766 Ack=1 Win=512 Len=1412;;;9,178238;9,180456;0,002217669;;1,06581E-14;0,002217669;0,002217669
1407;9,180456;;74,125,68,19;192,168,100,98;TCP;56;443  >  65356 [ACK] Seq=1 Ack=1414 Win=305 Len=0;;;9,180456;9,182673;0,002217669;;-2,13163E-14;0,002217669;0,002217669
1409;9,182673;;74,125,68,19;192,168,100,98;TCP;56;443  >  65356 [ACK] Seq=1 Ack=2782 Win=316 Len=0;;;9,182673;9,184891;0,002217669;;1,95399E-14;0,002217669;0,002217669
1410;9,184891;;74,125,68,19;192,168,100,98;TCP;56;443  >  65356 [ACK] Seq=1 Ack=2821 Win=316 Len=0;;;9,184891;9,187109;0,002217669;;-8,88178E-15;0,002217669;0,002217669
1411;9,187109;;74,125,68,19;192,168,100,98;TCP;56;443  >  65356 [ACK] Seq=1 Ack=3178 Win=327 Len=0;;;9,187109;9,189326;0,002217669;;1,06581E-14;0,002217669;0,002217669
1412;9,189326;;74,125,68,19;192,168,100,98;TLSv1,2;93;Application Data;;;9,189326;9,191544;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1413;9,191544;;74,125,68,19;192,168,100,98;TCP;66;[TCP Dup ACK 1411#1] 443  >  65356 [ACK] Seq=40 Ack=3178 Win=327 Len=0 SLE=1766 SRE=3178;;;9,191544;9,193762;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1414;9,193762;;192,168,100,98;74,125,68,19;TCP;54;65356  >  443 [ACK] Seq=3178 Ack=40 Win=511 Len=0;;;9,193762;9,195979;0,002217669;;1,77636E-15;0,002217669;0,002217669
1417;9,195979;;162.159.134.234;192,168,100,98;TLSv1,2;422;Application Data;;;9,195979;9,198197;0,002217669;;1,06581E-14;0,002217669;0,002217669
1419;9,198197;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=6511 Win=511 Len=0;;;9,198197;9,200415;0,002217669;;-1,24345E-14;0,002217669;0,002217669
1420;9,200415;;162.159.134.234;192,168,100,98;TLSv1,2;134;Application Data;;;9,200415;9,202632;0,002217669;;1,77636E-15;0,002217669;0,002217669
1421;9,202632;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=6591 Win=511 Len=0;;;9,202632;9,204850;0,002217669;;1,06581E-14;0,002217669;0,002217669
1422;9,204850;;192,168,100,98;35,186,224,25;TCP;55;59359  >  443 [ACK] Seq=1 Ack=1 Win=508 Len=1 [TCP segment of a reassembled PDU];;;9,204850;9,207068;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1423;9,207068;;35,186,224,25;192,168,100,98;TCP;66;443  >  59359 [ACK] Seq=1 Ack=2 Win=579 Len=0 SLE=1 SRE=2;;;9,207068;9,209285;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1424;9,209285;;192,168,100,98;104,18,31,87;TLSv1,3;2101;Application Data;;;9,209285;9,211503;0,002217669;;1,77636E-15;0,002217669;0,002217669
1425;9,211503;;74,125,68,19;192,168,100,98;TLSv1,2;543;Application Data;;;9,211503;9,213721;0,002217669;;1,06581E-14;0,002217669;0,002217669
1426;9,213721;;74,125,68,19;192,168,100,98;TLSv1,2;1466;Application Data;;;9,213721;9,215938;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1427;9,215938;;74,125,68,19;192,168,100,98;TLSv1,2;1466;Application Data;;;9,215938;9,218156;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1428;9,218156;;192,168,100,98;74,125,68,19;TCP;54;65356  >  443 [ACK] Seq=3178 Ack=3353 Win=512 Len=0;;;9,218156;9,220374;0,002217669;;1,77636E-15;0,002217669;0,002217669
1429;9,220374;;192,168,100,98;74,125,68,19;TLSv1,2;89;Application Data;;;9,220374;9,222591;0,002217669;;1,06581E-14;0,002217669;0,002217669
1430;9,222591;;74,125,68,19;192,168,100,98;TLSv1,2;1466;Application Data;;;9,222591;9,224809;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1431;9,224809;;74,125,68,19;192,168,100,98;TLSv1,2;261;Application Data;;;9,224809;9,227027;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1432;9,227027;;74,125,68,19;192,168,100,98;TLSv1,2;1466;Application Data;;;9,227027;9,229244;0,002217669;;1,77636E-15;0,002217669;0,002217669
1433;9,229244;;74,125,68,19;192,168,100,98;TLSv1,2;165;Application Data;;;9,229244;9,231462;0,002217669;;1,06581E-14;0,002217669;0,002217669
1434;9,231462;;192,168,100,98;74,125,68,19;TCP;54;65356  >  443 [ACK] Seq=3213 Ack=6495 Win=512 Len=0;;;9,231462;9,233680;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1435;9,233680;;192,168,100,98;104,18,31,87;TCP;66;65417  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;9,233680;9,235897;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1436;9,235897;;74,125,68,19;192,168,100,98;TLSv1,2;1466;Application Data;;;9,235897;9,238115;0,002217669;;1,24345E-14;0,002217669;0,002217669
1437;9,238115;;74,125,68,19;192,168,100,98;TLSv1,2;1131;Application Data;;;9,238115;9,240333;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1438;9,240333;;74,125,68,19;192,168,100,98;TLSv1,2;1466;Application Data;;;9,240333;9,242550;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1439;9,242550;;74,125,68,19;192,168,100,98;TLSv1,2;1466;Application Data;;;9,242550;9,244768;0,002217669;;1,77636E-15;0,002217669;0,002217669
1440;9,244768;;74,125,68,19;192,168,100,98;TLSv1,2;279;Application Data;;;9,244768;9,246986;0,002217669;;1,95399E-14;0,002217669;0,002217669
1441;9,246986;;192,168,100,98;74,125,68,19;TCP;54;65356  >  443 [ACK] Seq=3213 Ack=12033 Win=512 Len=0;;;9,246986;9,249203;0,002217669;;-2,84217E-14;0,002217669;0,002217669
1442;9,249203;;104,18,31,87;192,168,100,98;TCP;56;443  >  65410 [ACK] Seq=5536 Ack=4587 Win=80896 Len=0;;;9,249203;9,251421;0,002217669;;7,10543E-15;0,002217669;0,002217669
1443;9,251421;;104,18,31,87;192,168,100,98;TCP;56;443  >  65410 [ACK] Seq=5536 Ack=5234 Win=83968 Len=0;;;9,251421;9,253639;0,002217669;;1,77636E-15;0,002217669;0,002217669
1444;9,253639;;74,125,68,19;192,168,100,98;TCP;56;[TCP Previous segment not captured] 443  >  65356 [ACK] Seq=14688 Ack=3213 Win=327 Len=0;;;9,253639;9,255856;0,002217669;;1,06581E-14;0,002217669;0,002217669
1445;9,255856;;74,125,68,19;192,168,100,98;TCP;1466;[TCP Out-Of-Order] 443  >  65356 [ACK] Seq=12033 Ack=3178 Win=327 Len=1412;;;9,255856;9,258074;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1446;9,258074;;74,125,68,19;192,168,100,98;TCP;751;[TCP Out-Of-Order] 443  >  65356 [PSH, ACK] Seq=13445 Ack=3178 Win=327 Len=697;;;9,258074;9,260292;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1447;9,260292;;74,125,68,19;192,168,100,98;TCP;600;[TCP Retransmission] 443  >  65356 [PSH, ACK] Seq=14142 Ack=3178 Win=327 Len=546;;;9,260292;9,262509;0,002217669;;1,77636E-15;0,002217669;0,002217669
1448;9,262509;;104,18,31,87;192,168,100,98;TCP;66;443  >  65417 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;9,262509;9,264727;0,002217669;;1,06581E-14;0,002217669;0,002217669
1449;9,264727;;192,168,100,98;74,125,68,19;TCP;54;65356  >  443 [ACK] Seq=3213 Ack=14688 Win=512 Len=0;;;9,264727;9,266945;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1450;9,266945;;192,168,100,98;104,18,31,87;TCP;54;65417  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;9,266945;9,269162;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1451;9,269162;;192,168,100,98;74,125,68,19;TLSv1,2;93;Application Data;;;9,269162;9,271380;0,002217669;;2,13163E-14;0,002217669;0,002217669
1452;9,271380;;192,168,100,98;104,18,31,87;TLSv1,3;571;Client Hello;;;9,271380;9,273598;0,002217669;;-2,84217E-14;0,002217669;0,002217669
1453;9,273598;;104,18,31,87;192,168,100,98;TLSv1,3;1445;Application Data;;;9,273598;9,275815;0,002217669;;7,10543E-15;0,002217669;0,002217669
1454;9,275815;;104,18,31,87;192,168,100,98;TLSv1,3;341;Application Data;;;9,275815;9,278033;0,002217669;;1,77636E-15;0,002217669;0,002217669
1455;9,278033;;104,18,31,87;192,168,100,98;TLSv1,3;81;Application Data;;;9,278033;9,280251;0,002217669;;1,06581E-14;0,002217669;0,002217669
1456;9,280251;;74,125,68,19;192,168,100,98;TCP;56;443  >  65356 [ACK] Seq=14688 Ack=3252 Win=327 Len=0;;;9,280251;9,282468;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1457;9,282468;;104,18,31,87;192,168,100,98;TCP;54;443  >  65417 [ACK] Seq=1 Ack=518 Win=68608 Len=0;;;9,282468;9,284686;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1458;9,284686;;162.159.134.234;192,168,100,98;TLSv1,2;294;Application Data;;;9,284686;9,286904;0,002217669;;1,77636E-15;0,002217669;0,002217669
1459;9,286904;;104,18,31,87;192,168,100,98;TLSv1,3;1466;Server Hello, Change Cipher Spec;;;9,286904;9,289121;0,002217669;;1,95399E-14;0,002217669;0,002217669
1460;9,289121;;104,18,31,87;192,168,100,98;TCP;1466;443  >  65417 [ACK] Seq=1413 Ack=518 Win=68608 Len=1412 [TCP segment of a reassembled PDU];;;9,289121;9,291339;0,002217669;;-2,84217E-14;0,002217669;0,002217669
1461;9,291339;;192,168,100,98;104,18,31,87;TCP;54;65410  >  443 [ACK] Seq=5234 Ack=7241 Win=131584 Len=0;;;9,291339;9,293557;0,002217669;;7,10543E-15;0,002217669;0,002217669
1462;9,293557;;192,168,100,98;104,18,31,87;TCP;54;65417  >  443 [ACK] Seq=518 Ack=2825 Win=131584 Len=0;;;9,293557;9,295774;0,002217669;;2,30926E-14;0,002217669;0,002217669
1463;9,295774;;192,168,100,98;104,18,30,87;TLSv1,3;78;Application Data;;;9,295774;9,297992;0,002217669;;-3,19744E-14;0,002217669;0,002217669
1464;9,297992;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [FIN, ACK] Seq=2688 Ack=54672 Win=131584 Len=0;;;9,297992;9,300210;0,002217669;;1,06581E-14;0,002217669;0,002217669
1465;9,300210;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=6831 Win=510 Len=0;;;9,300210;9,302427;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1466;9,302427;;104,18,31,87;192,168,100,98;TLSv1,3;1422;Application Data;;;9,302427;9,304645;0,002217669;;1,24345E-14;0,002217669;0,002217669
1467;9,304645;;162.159.134.234;192,168,100,98;TLSv1,2;834;Application Data;;;9,304645;9,306863;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1468;9,306863;;104,18,31,87;192,168,100,98;TCP;81;[TCP Spurious Retransmission] 443  >  65410 [PSH, ACK] Seq=7214 Ack=5234 Win=83968 Len=27;;;9,306863;9,309080;0,002217669;;0;0,002217669;0,002217669
1469;9,309080;;104,18,30,87;192,168,100,98;TCP;56;443  >  65399 [ACK] Seq=54672 Ack=2688 Win=74752 Len=0;;;9,309080;9,311298;0,002217669;;1,95399E-14;0,002217669;0,002217669
1470;9,311298;;104,18,30,87;192,168,100,98;TCP;54;443  >  65399 [FIN, ACK] Seq=54672 Ack=2689 Win=74752 Len=0;;;9,311298;9,313516;0,002217669;;-2,13163E-14;0,002217669;0,002217669
1471;9,313516;;192,168,100,98;104,18,31,87;TCP;66;[TCP Dup ACK 1461#1] 65410  >  443 [ACK] Seq=5234 Ack=7241 Win=131584 Len=0 SLE=7214 SRE=7241;;;9,313516;9,315733;0,002217669;;-7,10543E-15;0,002217669;0,002217669
1472;9,315733;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [ACK] Seq=2689 Ack=54673 Win=131584 Len=0;;;9,315733;9,317951;0,002217669;;7,10543E-15;0,002217669;0,002217669
1473;9,317951;;192,168,100,98;104,18,31,87;TLSv1,3;134;Change Cipher Spec, Application Data;;;9,317951;9,320169;0,002217669;;2,30926E-14;0,002217669;0,002217669
1474;9,320169;;192,168,100,98;104,18,31,87;TLSv1,3;2089;Application Data;;;9,320169;9,322386;0,002217669;;-3,19744E-14;0,002217669;0,002217669
1475;9,322386;;104,18,31,87;192,168,100,98;TCP;56;443  >  65417 [ACK] Seq=4193 Ack=598 Win=68608 Len=0;;;9,322386;9,324604;0,002217669;;1,06581E-14;0,002217669;0,002217669
1476;9,324604;;104,18,31,87;192,168,100,98;TCP;56;443  >  65417 [ACK] Seq=4193 Ack=1998 Win=71680 Len=0;;;9,324604;9,326822;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1477;9,326822;;104,18,31,87;192,168,100,98;TCP;56;443  >  65417 [ACK] Seq=4193 Ack=2633 Win=74752 Len=0;;;9,326822;9,329039;0,002217669;;1,24345E-14;0,002217669;0,002217669
1478;9,329039;;192,168,100,98;162.159.134.234;TCP;54;49949  >  443 [ACK] Seq=1 Ack=7611 Win=514 Len=0;;;9,329039;9,331257;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1479;9,331257;;104,18,31,87;192,168,100,98;TLSv1,3;1466;Application Data;;;9,331257;9,333475;0,002217669;;-1,77636E-14;0,002217669;0,002217669
1480;9,333475;;104,18,31,87;192,168,100,98;TLSv1,3;495;Application Data;;;9,333475;9,335692;0,002217669;;2,84217E-14;0,002217669;0,002217669
1481;9,335692;;104,18,31,87;192,168,100,98;TLSv1,3;81;Application Data;;;9,335692;9,337910;0,002217669;;-2,13163E-14;0,002217669;0,002217669
1482;9,337910;;192,168,100,98;104,18,31,87;TCP;54;65417  >  443 [ACK] Seq=2633 Ack=6073 Win=131584 Len=0;;;9,337910;9,340128;0,002217669;;-7,10543E-15;0,002217669;0,002217669
1483;9,340128;;192,168,100,98;104,18,30,87;TLSv1,3;78;Application Data;;;9,340128;9,342345;0,002217669;;8,88178E-15;0,002217669;0,002217669
1484;9,342345;;192,168,100,98;104,18,30,87;TCP;54;65400  >  443 [FIN, ACK] Seq=2688 Ack=55495 Win=131328 Len=0;;;9,342345;9,344563;0,002217669;;1,95399E-14;0,002217669;0,002217669
1485;9,344563;;192,168,100,98;104,16,120,50;TLSv1,2;78;Application Data;;;9,344563;9,346781;0,002217669;;-3,01981E-14;0,002217669;0,002217669
1486;9,346781;;192,168,100,98;104,16,120,50;TCP;54;59488  >  443 [FIN, ACK] Seq=25 Ack=1 Win=514 Len=0;;;9,346781;9,348998;0,002217669;;1,06581E-14;0,002217669;0,002217669
1487;9,348998;;192,168,100,98;118,97,159,51;SSL;78;Continuation Data;;;9,348998;9,351216;0,002217669;;1,95399E-14;0,002217669;0,002217669
1488;9,351216;;192,168,100,98;118,97,159,51;TCP;54;51246  >  443 [FIN, ACK] Seq=26 Ack=1 Win=512 Len=0;;;9,351216;9,353434;0,002217669;;-3,01981E-14;0,002217669;0,002217669
1489;9,353434;;192,168,100,98;104,16,55,40;TLSv1,2;78;Application Data;;;9,353434;9,355651;0,002217669;;1,95399E-14;0,002217669;0,002217669
1490;9,355651;;192,168,100,98;104,16,55,40;TCP;54;59567  >  443 [FIN, ACK] Seq=25 Ack=1 Win=514 Len=0;;;9,355651;9,357869;0,002217669;;-1,77636E-14;0,002217669;0,002217669
1491;9,357869;;192,168,100,98;104,18,24,250;TLSv1,2;78;Application Data;;;9,357869;9,360087;0,002217669;;2,84217E-14;0,002217669;0,002217669
1492;9,360087;;192,168,100,98;104,18,24,250;TCP;54;59511  >  443 [FIN, ACK] Seq=25 Ack=1 Win=514 Len=0;;;9,360087;9,362304;0,002217669;;-1,95399E-14;0,002217669;0,002217669
1494;9,362304;;104,18,30,87;192,168,100,98;TCP;56;443  >  65400 [ACK] Seq=55495 Ack=2688 Win=74752 Len=0;;;9,362304;9,364522;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1495;9,364522;;104,18,30,87;192,168,100,98;TCP;56;[TCP Previous segment not captured] 443  >  65400 [ACK] Seq=55496 Ack=2689 Win=74752 Len=0;;;9,364522;9,366740;0,002217669;;1,06581E-14;0,002217669;0,002217669
1496;9,366740;;104,18,30,87;192,168,100,98;TCP;54;[TCP Out-Of-Order] 443  >  65400 [FIN, ACK] Seq=55495 Ack=2688 Win=74752 Len=0;;;9,366740;9,368957;0,002217669;;1,95399E-14;0,002217669;0,002217669
1497;9,368957;;192,168,100,98;104,18,30,87;TCP;54;65400  >  443 [ACK] Seq=2689 Ack=55496 Win=131328 Len=0;;;9,368957;9,371175;0,002217669;;-3,01981E-14;0,002217669;0,002217669
1498;9,371175;;118,97,159,51;192,168,100,98;TCP;56;443  >  51246 [ACK] Seq=1 Ack=26 Win=245 Len=0;;;9,371175;9,373393;0,002217669;;1,06581E-14;0,002217669;0,002217669
1499;9,373393;;118,97,159,51;192,168,100,98;TCP;54;443  >  51246 [RST, ACK] Seq=25 Ack=27 Win=245 Len=0;;;9,373393;9,375610;0,002217669;;1,95399E-14;0,002217669;0,002217669
1500;9,375610;;192,168,100,98;118,97,159,51;TCP;54;[TCP Dup ACK 1367#1] 51246  >  443 [ACK] Seq=27 Ack=1 Win=512 Len=0;;;9,375610;9,377828;0,002217669;;-1,95399E-14;0,002217669;0,002217669
1501;9,377828;;104,16,120,50;192,168,100,98;TCP;54;443  >  59488 [ACK] Seq=1 Ack=25 Win=84 Len=0;;;9,377828;9,380046;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1502;9,380046;;104,16,120,50;192,168,100,98;TCP;54;443  >  59488 [FIN, ACK] Seq=1 Ack=26 Win=84 Len=0;;;9,380046;9,382263;0,002217669;;-7,10543E-15;0,002217669;0,002217669
1503;9,382263;;104,16,55,40;192,168,100,98;TCP;54;443  >  59567 [ACK] Seq=1 Ack=25 Win=70 Len=0;;;9,382263;9,384481;0,002217669;;2,84217E-14;0,002217669;0,002217669
1504;9,384481;;104,16,55,40;192,168,100,98;TCP;56;[TCP Previous segment not captured] 443  >  59567 [ACK] Seq=2 Ack=26 Win=70 Len=0;;;9,384481;9,386699;0,002217669;;-1,95399E-14;0,002217669;0,002217669
1505;9,386699;;104,16,55,40;192,168,100,98;TCP;54;[TCP Out-Of-Order] 443  >  59567 [FIN, ACK] Seq=1 Ack=25 Win=70 Len=0;;;9,386699;9,388916;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1506;9,388916;;104,18,24,250;192,168,100,98;TCP;54;443  >  59511 [ACK] Seq=1 Ack=25 Win=96 Len=0;;;9,388916;9,391134;0,002217669;;1,06581E-14;0,002217669;0,002217669
1507;9,391134;;104,18,24,250;192,168,100,98;TCP;54;443  >  59511 [FIN, ACK] Seq=1 Ack=26 Win=96 Len=0;;;9,391134;9,393352;0,002217669;;1,95399E-14;0,002217669;0,002217669
1508;9,393352;;192,168,100,98;104,16,120,50;TCP;54;59488  >  443 [ACK] Seq=26 Ack=2 Win=514 Len=0;;;9,393352;9,395569;0,002217669;;-3,01981E-14;0,002217669;0,002217669
1509;9,395569;;192,168,100,98;104,16,55,40;TCP;54;59567  >  443 [ACK] Seq=26 Ack=2 Win=514 Len=0;;;9,395569;9,397787;0,002217669;;1,95399E-14;0,002217669;0,002217669
1510;9,397787;;192,168,100,98;104,18,24,250;TCP;54;59511  >  443 [ACK] Seq=26 Ack=2 Win=514 Len=0;;;9,397787;9,400005;0,002217669;;-8,88178E-15;0,002217669;0,002217669
1511;9,400005;;118,97,159,51;192,168,100,98;TCP;54;443  >  51246 [RST] Seq=1 Win=0 Len=0;;;9,400005;9,402222;0,002217669;;1,06581E-14;0,002217669;0,002217669
1512;9,402222;;118,97,159,51;192,168,100,98;TCP;78;[TCP Retransmission] 443  >  51246 [PSH, ACK] Seq=1 Ack=27 Win=245 Len=24;;;9,402222;9,404440;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1514;9,404440;;192,168,100,98;8.255.132.252;TCP;66;65421  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;9,404440;9,406658;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1515;9,406658;;8.255.132.252;192,168,100,98;TCP;66;443  >  65421 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1412 SACK_PERM=1 WS=128;;;9,406658;9,408875;0,002217669;;1,95399E-14;0,002217669;0,002217669
1516;9,408875;;192,168,100,98;8.255.132.252;TCP;54;65421  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;;9,408875;9,411093;0,002217669;;1,77636E-15;0,002217669;0,002217669
1517;9,411093;;192,168,100,98;8.255.132.252;TLSv1,3;571;Client Hello;;;9,411093;9,413311;0,002217669;;-2,13163E-14;0,002217669;0,002217669
1518;9,413311;;8.255.132.252;192,168,100,98;TCP;54;443  >  65421 [ACK] Seq=1 Ack=518 Win=63744 Len=0;;;9,413311;9,415528;0,002217669;;1,95399E-14;0,002217669;0,002217669
1519;9,415528;;8.255.132.252;192,168,100,98;TLSv1,3;153;Hello Retry Request, Change Cipher Spec;;;9,415528;9,417746;0,002217669;;1,77636E-15;0,002217669;0,002217669
1520;9,417746;;192,168,100,98;8.255.132.252;TLSv1,3;382;Change Cipher Spec, Client Hello;;;9,417746;9,419964;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1521;9,419964;;192,168,100,98;118,97,159,51;TCP;55;65364  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1 [TCP segment of a reassembled PDU];;;9,419964;9,422181;0,002217669;;-1,77636E-15;0,002217669;0,002217669
1522;9,422181;;118,97,159,51;192,168,100,98;TCP;66;443  >  65364 [ACK] Seq=1 Ack=2 Win=246 Len=0 SLE=1 SRE=2;;;9,422181;9,424399;0,002217669;;1,77636E-15;0,002217669;0,002217669
1523;9,424399;;8.255.132.252;192,168,100,98;TCP;56;443  >  65421 [ACK] Seq=100 Ack=846 Win=63872 Len=0;;;9,424399;9,426617;0,002217669;;1,06581E-14;0,002217669;0,002217669
1524;9,426617;;8.255.132.252;192,168,100,98;TLSv1,3;1466;Server Hello, Application Data;;;9,426617;9,428834;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1525;9,428834;;8.255.132.252;192,168,100,98;TCP;1466;443  >  65421 [ACK] Seq=1512 Ack=846 Win=64128 Len=1412 [TCP segment of a reassembled PDU];;;9,428834;9,431052;0,002217669;;-1,06581E-14;0,002217669;0,002217669
1526;9,431052;;192,168,100,98;8.255.132.252;TCP;54;65421  >  443 [ACK] Seq=846 Ack=2924 Win=131072 Len=0;;;9,431052;9,433270;0,002217669;;1,95399E-14;0,002217669;0,002217669
1527;9,433270;;8.255.132.252;192,168,100,98;TCP;1326;443  >  65421 [PSH, ACK] Seq=2924 Ack=846 Win=64128 Len=1272 [TCP segment of a reassembled PDU];;;9,433270;9,435487;0,002217669;;1,77636E-15;0,002217669;0,002217669
1528;9,435487;;8.255.132.252;192,168,100,98;TLSv1,3;443;Application Data, Application Data, Application Data;;;9,435487;9,437705;0,002217669;;-2,13163E-14;0,002217669;0,002217669
1529;9,437705;;192,168,100,98;8.255.132.252;TCP;54;65421  >  443 [ACK] Seq=846 Ack=4585 Win=131072 Len=0;;;9,437705;9,439923;0,002217669;;1,95399E-14;0,002217669;0,002217669
1530;9,439923;;192,168,100,98;8.255.132.252;TLSv1,3;128;Application Data;;;9,439923;9,442141;0,002217669;;-8,88178E-15;0,002217669;0,002217669
1531;9,442141;;192,168,100,98;8.255.132.252;TLSv1,3;360;Application Data;;;9,442141;9,444358;0,002217669;;1,06581E-14;0,002217669;0,002217669
