No,;Time;;Source;Destination;;Length;Info;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
385;7,542506;;104,18,30,87;192,168,100,98;TCP;56;443  >  65403 [ACK] Seq=4193 Ack=1998 Win=71680 Len=0;;;7,542506;7,542506;0;;-0,000547;0,000547;0,001094
386;7,542506;;104,18,30,87;192,168,100,98;TCP;56;443  >  65403 [ACK] Seq=4193 Ack=2664 Win=74752 Len=0;;;7,542506;7,543053;0,000547;;0,000547;0;-0,000547
387;7,543053;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,543053;7,543053;0;;0;0;0
388;7,543053;;104,18,30,87;192,168,100,98;TLSv1,3;531;Application Data;;;7,543053;7,543053;0;;-5,4E-05;5,4E-05;0,000108
389;7,543053;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,543053;7,543107;5,4E-05;;-0,000388;0,000442;0,00083
390;7,543107;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [ACK] Seq=2664 Ack=7473 Win=131584 Len=0;;;7,543107;7,543549;0,000442;;0,000235;0,000207;-2,8E-05
391;7,543549;;192,168,100,98;104,18,30,87;TLSv1,3;134;Change Cipher Spec, Application Data;;;7,543549;7,543756;0,000207;;0,000207;0;-0,000207
392;7,543756;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,543756;7,543756;0;;0;0;0
393;7,543756;;104,18,30,87;192,168,100,98;TLSv1,3;213;Application Data;;;7,543756;7,543756;0;;0;0;0
394;7,543756;;104,18,30,87;192,168,100,98;TLSv1,3;163;Application Data;;;7,543756;7,543756;0;;0;0;0
395;7,543756;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,543756;7,543756;0;;-4,7E-05;4,7E-05;9,4E-05
396;7,543756;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,543756;7,543803;4,7E-05;;4,3E-05;4E-06;-3,9E-05
397;7,543803;;192,168,100,98;104,18,30,87;TLSv1,3;2120;Application Data;;;7,543803;7,543807;4E-06;;-0,001377;0,001381;0,002758
398;7,543807;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [ACK] Seq=2664 Ack=11935 Win=131584 Len=0;;;7,543807;7,545188;0,001381;;0,001381;0;-0,001381
399;7,545188;;104,18,30,87;192,168,100,98;TLSv1,3;910;Application Data;;;7,545188;7,545188;0;;0;0;0
400;7,545188;;104,18,30,87;192,168,100,98;TLSv1,3;128;Application Data;;;7,545188;7,545188;0;;0;0;0
401;7,545188;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,545188;7,545188;0;;0;0;0
402;7,545188;;104,18,30,87;192,168,100,98;TLSv1,3;1098;Application Data;;;7,545188;7,545188;0;;0;0;0
403;7,545188;;104,18,30,87;192,168,100,98;TLSv1,3;149;Application Data;;;7,545188;7,545188;0;;0;0;0
404;7,545188;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,545188;7,545188;0;;0;0;0
405;7,545188;;104,18,30,87;192,168,100,98;TLSv1,3;531;Application Data;;;7,545188;7,545188;0;;-8,3E-05;8,3E-05;0,000166
406;7,545188;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,545188;7,545271;8,3E-05;;1,1E-05;7,2E-05;6,1E-05
407;7,545271;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [ACK] Seq=2664 Ack=15395 Win=131584 Len=0;;;7,545271;7,545343;7,2E-05;;-4,3E-05;0,000115;0,000158
408;7,545343;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=2664 Ack=7473 Win=131584 Len=0;;;7,545343;7,545458;0,000115;;0,000115;0;-0,000115
409;7,545458;;104,18,30,87;192,168,100,98;TLSv1,3;399;Application Data;;;7,545458;7,545458;0;;0;0;0
410;7,545458;;104,18,30,87;192,168,100,98;TLSv1,3;1323;Application Data;;;7,545458;7,545458;0;;0;0;0
411;7,545458;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,545458;7,545458;0;;-3,7E-05;3,7E-05;7,4E-05
412;7,545458;;104,18,30,87;192,168,100,98;TCP;56;443  >  65405 [ACK] Seq=4193 Ack=598 Win=68608 Len=0;;;7,545458;7,545495;3,7E-05;;-2E-06;3,9E-05;4,1E-05
413;7,545495;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=2664 Ack=9087 Win=131584 Len=0;;;7,545495;7,545534;3,9E-05;;-0,002129;0,002168;0,004297
414;7,545534;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [ACK] Seq=2664 Ack=16786 Win=130048 Len=0;;;7,545534;7,547702;0,002168;;0,002168;0;-0,002168
415;7,547702;;104,18,30,87;192,168,100,98;TLSv1,3;1254;Application Data;;;7,547702;7,547702;0;;0;0;0
416;7,547702;;104,18,30,87;192,168,100,98;TLSv1,3;147;Application Data;;;7,547702;7,547702;0;;0;0;0
417;7,547702;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,547702;7,547702;0;;0;0;0
418;7,547702;;104,18,30,87;192,168,100,98;TLSv1,3;879;Application Data;;;7,547702;7,547702;0;;0;0;0
419;7,547702;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,547702;7,547702;0;;0;0;0
420;7,547702;;104,18,30,87;192,168,100,98;TLSv1,3;1228;Application Data;;;7,547702;7,547702;0;;0;0;0
421;7,547702;;104,18,30,87;192,168,100,98;TCP;56;443  >  65405 [ACK] Seq=4193 Ack=1998 Win=71680 Len=0;;;7,547702;7,547702;0;;0;0;0
422;7,547702;;104,18,30,87;192,168,100,98;TCP;56;443  >  65405 [ACK] Seq=4193 Ack=2664 Win=74752 Len=0;;;7,547702;7,547702;0;;0;0;0
423;7,547702;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,547702;7,547702;0;;0;0;0
424;7,547702;;104,18,30,87;192,168,100,98;TLSv1,3;229;Application Data;;;7,547702;7,547702;0;;0;0;0
425;7,547702;;104,18,30,87;192,168,100,98;TLSv1,3;157;Application Data;;;7,547702;7,547702;0;;0;0;0
426;7,547702;;104,18,30,87;192,168,100,98;TLSv1,3;1314;Application Data;;;7,547702;7,547702;0;;0;0;0
427;7,547702;;104,18,30,87;192,168,100,98;TLSv1,3;91;Application Data;;;7,547702;7,547702;0;;-0,00013;0,00013;0,00026
428;7,547702;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,547702;7,547832;0,00013;;6E-05;7E-05;1E-05
429;7,547832;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [ACK] Seq=2664 Ack=22210 Win=131584 Len=0;;;7,547832;7,547902;7E-05;;-0,000424;0,000494;0,000918
430;7,547902;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=2664 Ack=14094 Win=131584 Len=0;;;7,547902;7,548396;0,000494;;0,000494;0;-0,000494
431;7,548396;;104,18,30,87;192,168,100,98;TLSv1,3;974;Application Data;;;7,548396;7,548396;0;;0;0;0
432;7,548396;;104,18,30,87;192,168,100,98;TLSv1,3;139;Application Data;;;7,548396;7,548396;0;;-6,4E-05;6,4E-05;0,000128
433;7,548396;;104,18,30,87;192,168,100,98;TLSv1,3;1396;Application Data;;;7,548396;7,548460;6,4E-05;;-2,1E-05;8,5E-05;0,000106
434;7,548460;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [ACK] Seq=2664 Ack=23215 Win=130560 Len=0;;;7,548460;7,548545;8,5E-05;;-0,001754;0,001839;0,003593
435;7,548545;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=2664 Ack=15436 Win=130048 Len=0;;;7,548545;7,550384;0,001839;;0,001839;0;-0,001839
436;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;1369;Application Data;;;7,550384;7,550384;0;;0;0;0
437;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;484;Application Data;;;7,550384;7,550384;0;;0;0;0
438;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,550384;7,550384;0;;0;0;0
439;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,550384;7,550384;0;;0;0;0
440;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;220;Application Data;;;7,550384;7,550384;0;;0;0;0
441;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,550384;7,550384;0;;0;0;0
442;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;1390;Application Data;;;7,550384;7,550384;0;;0;0;0
443;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;177;Application Data;;;7,550384;7,550384;0;;0;0;0
444;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,550384;7,550384;0;;0;0;0
445;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;277;Application Data;;;7,550384;7,550384;0;;0;0;0
446;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,550384;7,550384;0;;0;0;0
447;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;1002;Application Data;;;7,550384;7,550384;0;;0;0;0
448;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;1361;Application Data;;;7,550384;7,550384;0;;0;0;0
449;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;1324;Application Data;;;7,550384;7,550384;0;;0;0;0
450;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;191;Application Data;;;7,550384;7,550384;0;;0;0;0
451;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,550384;7,550384;0;;0;0;0
452;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;378;Application Data;;;7,550384;7,550384;0;;0;0;0
453;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;935;Application Data;;;7,550384;7,550384;0;;-0,000142;0,000142;0,000284
454;7,550384;;104,18,30,87;192,168,100,98;TLSv1,3;219;Application Data;;;7,550384;7,550526;0,000142;;7,5E-05;6,7E-05;-8E-06
455;7,550526;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=2664 Ack=20827 Win=131584 Len=0;;;7,550526;7,550593;6,7E-05;;-0,00013;0,000197;0,000327
456;7,550593;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [ACK] Seq=2664 Ack=34795 Win=131584 Len=0;;;7,550593;7,550790;0,000197;;0,000197;0;-0,000197
457;7,550790;;104,18,30,87;192,168,100,98;TLSv1,3;1347;Application Data;;;7,550790;7,550790;0;;0;0;0
458;7,550790;;104,18,30,87;192,168,100,98;TLSv1,3;1209;Application Data;;;7,550790;7,550790;0;;-4,6E-05;4,6E-05;9,2E-05
459;7,550790;;104,18,30,87;192,168,100,98;TLSv1,3;165;Application Data;;;7,550790;7,550836;4,6E-05;;-0,000649;0,000695;0,001344
460;7,550836;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [ACK] Seq=2664 Ack=37354 Win=131584 Len=0;;;7,550836;7,551531;0,000695;;0,000695;0;-0,000695
461;7,551531;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,551531;7,551531;0;;0;0;0
462;7,551531;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,551531;7,551531;0;;0;0;0
463;7,551531;;104,18,30,87;192,168,100,98;TLSv1,3;564;Application Data;;;7,551531;7,551531;0;;-5,3E-05;5,3E-05;0,000106
464;7,551531;;104,18,30,87;192,168,100,98;TLSv1,3;206;Application Data;;;7,551531;7,551584;5,3E-05;;-0,001229;0,001282;0,002511
465;7,551584;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [ACK] Seq=2664 Ack=40798 Win=131584 Len=0;;;7,551584;7,552866;0,001282;;0,001282;0;-0,001282
466;7,552866;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65399 [ACK] Seq=40798 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,552866;7,552866;0;;0;0;0
467;7,552866;;104,18,30,87;192,168,100,98;TLSv1,3;501;Application Data;;;7,552866;7,552866;0;;0;0;0
468;7,552866;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,552866;7,552866;0;;0;0;0
469;7,552866;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,552866;7,552866;0;;0;0;0
470;7,552866;;104,18,30,87;192,168,100,98;TLSv1,3;1424;Application Data;;;7,552866;7,552866;0;;0;0;0
471;7,552866;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,552866;7,552866;0;;0;0;0
472;7,552866;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data [TCP segment of a reassembled PDU];;;7,552866;7,552866;0;;0;0;0
473;7,552866;;104,18,30,87;192,168,100,98;TLSv1,3;1403;Application Data;;;7,552866;7,552866;0;;0;0;0
474;7,552866;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65399 [ACK] Seq=42657 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,552866;7,552866;0;;0;0;0
475;7,552866;;104,18,30,87;192,168,100,98;TLSv1,3;167;Application Data;;;7,552866;7,552866;0;;0;0;0
476;7,552866;;104,18,30,87;192,168,100,98;TLSv1,3;1403;Application Data;;;7,552866;7,552866;0;;0;0;0
477;7,552866;;104,18,30,87;192,168,100,98;TLSv1,3;402;Application Data;;;7,552866;7,552866;0;;0;0;0
478;7,552866;;104,18,30,87;192,168,100,98;TLSv1,3;215;Application Data;;;7,552866;7,552866;0;;0;0;0
479;7,552866;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,552866;7,552866;0;;0;0;0
480;7,552866;;104,18,30,87;192,168,100,98;TLSv1,3;108;Application Data;;;7,552866;7,552866;0;;0;0;0
481;7,552866;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65399 [ACK] Seq=44578 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,552866;7,552866;0;;-0,000125;0,000125;0,00025
482;7,552866;;104,18,30,87;192,168,100,98;TLSv1,3;413;Application Data;;;7,552866;7,552991;0,000125;;6E-05;6,5E-05;5E-06
483;7,552991;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [ACK] Seq=2664 Ack=46349 Win=131584 Len=0;;;7,552991;7,553056;6,5E-05;;-0,000465;0,00053;0,000995
484;7,553056;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=2664 Ack=32080 Win=131584 Len=0;;;7,553056;7,553586;0,00053;;0,00053;0;-0,00053
485;7,553586;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65399 [ACK] Seq=46349 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,553586;7,553586;0;;0;0;0
486;7,553586;;104,18,30,87;192,168,100,98;TLSv1,3;408;Application Data;;;7,553586;7,553586;0;;0;0;0
487;7,553586;;104,18,30,87;192,168,100,98;TLSv1,3;215;Application Data;;;7,553586;7,553586;0;;0;0;0
488;7,553586;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,553586;7,553586;0;;-6,5E-05;6,5E-05;0,00013
489;7,553586;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,553586;7,553651;6,5E-05;;1,2E-05;5,3E-05;4,1E-05
490;7,553651;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [ACK] Seq=2664 Ack=48276 Win=131584 Len=0;;;7,553651;7,553704;5,3E-05;;-0,00091;0,000963;0,001873
491;7,553704;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=2664 Ack=34883 Win=131584 Len=0;;;7,553704;7,554667;0,000963;;0,000963;0;-0,000963
492;7,554667;;104,18,30,87;192,168,100,98;TLSv1,3;1007;Application Data;;;7,554667;7,554667;0;;0;0;0
493;7,554667;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,554667;7,554667;0;;0;0;0
494;7,554667;;104,18,30,87;192,168,100,98;TLSv1,3;611;Application Data;;;7,554667;7,554667;0;;0;0;0
495;7,554667;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65399 [ACK] Seq=48276 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,554667;7,554667;0;;0;0;0
496;7,554667;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65399 [ACK] Seq=49688 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,554667;7,554667;0;;0;0;0
497;7,554667;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,554667;7,554667;0;;0;0;0
498;7,554667;;104,18,30,87;192,168,100,98;TLSv1,3;400;Application Data;;;7,554667;7,554667;0;;0;0;0
499;7,554667;;104,18,30,87;192,168,100,98;TLSv1,3;949;Application Data;;;7,554667;7,554667;0;;0;0;0
500;7,554667;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65399 [ACK] Seq=51995 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,554667;7,554667;0;;0;0;0
501;7,554667;;104,18,30,87;192,168,100,98;TLSv1,3;1255;Application Data;;;7,554667;7,554667;0;;0;0;0
502;7,554667;;104,18,30,87;192,168,100,98;TLSv1,3;91;Application Data;;;7,554667;7,554667;0;;-0,000102;0,000102;0,000204
503;7,554667;;104,18,30,87;192,168,100,98;TLSv1,3;81;Application Data;;;7,554667;7,554769;0,000102;;5,5E-05;4,7E-05;-8E-06
504;7,554769;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=2664 Ack=39521 Win=131584 Len=0;;;7,554769;7,554816;4,7E-05;;-0,0012;0,001247;0,002447
505;7,554816;;192,168,100,98;104,18,30,87;TCP;54;65399  >  443 [ACK] Seq=2664 Ack=54672 Win=131584 Len=0;;;7,554816;7,556063;0,001247;;0,001247;0;-0,001247
506;7,556063;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,556063;7,556063;0;;0;0;0
507;7,556063;;104,18,30,87;192,168,100,98;TLSv1,3;527;Application Data;;;7,556063;7,556063;0;;-4,4E-05;4,4E-05;8,8E-05
508;7,556063;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,556063;7,556107;4,4E-05;;-0,000646;0,00069;0,001336
509;7,556107;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=2664 Ack=42776 Win=131584 Len=0;;;7,556107;7,556797;0,00069;;0,00069;0;-0,00069
510;7,556797;;104,18,30,87;192,168,100,98;TLSv1,3;378;Application Data;;;7,556797;7,556797;0;;0;0;0
511;7,556797;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,556797;7,556797;0;;-4E-05;4E-05;8E-05
512;7,556797;;104,18,30,87;192,168,100,98;TLSv1,3;593;Application Data;;;7,556797;7,556837;4E-05;;-0,0001;0,00014;0,00024
513;7,556837;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=2664 Ack=45030 Win=131584 Len=0;;;7,556837;7,556977;0,00014;;0,00014;0;-0,00014
514;7,556977;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,556977;7,556977;0;;0;0;0
515;7,556977;;104,18,30,87;192,168,100,98;TLSv1,3;607;Application Data;;;7,556977;7,556977;0;;-3,3E-05;3,3E-05;6,6E-05
516;7,556977;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65397 [ACK] Seq=46974 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,556977;7,557010;3,3E-05;;-0,001609;0,001642;0,003251
517;7,557010;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=2664 Ack=48386 Win=131584 Len=0;;;7,557010;7,558652;0,001642;;0,001642;0;-0,001642
518;7,558652;;104,18,30,87;192,168,100,98;TLSv1,3;340;Application Data;;;7,558652;7,558652;0;;0;0;0
519;7,558652;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,558652;7,558652;0;;-6,5E-05;6,5E-05;0,00013
520;7,558652;;104,18,30,87;192,168,100,98;TLSv1,3;531;Application Data;;;7,558652;7,558717;6,5E-05;;1,7E-05;4,8E-05;3,1E-05
521;7,558717;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=2664 Ack=48672 Win=131072 Len=0;;;7,558717;7,558765;4,8E-05;;-0,000514;0,000562;0,001076
522;7,558765;;192,168,100,98;104,18,30,87;TCP;54;65396  >  443 [ACK] Seq=2664 Ack=6082 Win=131584 Len=0;;;7,558765;7,559327;0,000562;;0,000562;0;-0,000562
523;7,559327;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65397 [ACK] Seq=48672 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,559327;7,559327;0;;0;0;0
524;7,559327;;104,18,30,87;192,168,100,98;TCP;1466;443  >  65397 [ACK] Seq=50084 Ack=2664 Win=74752 Len=1412 [TCP segment of a reassembled PDU];;;7,559327;7,559327;0;;0;0;0
525;7,559327;;104,18,30,87;192,168,100,98;TLSv1,3;239;Application Data;;;7,559327;7,559327;0;;-6,6E-05;6,6E-05;0,000132
526;7,559327;;104,18,30,87;192,168,100,98;TLSv1,3;81;Application Data;;;7,559327;7,559393;6,6E-05;;-0,001306;0,001372;0,002678
527;7,559393;;192,168,100,98;104,18,30,87;TCP;54;65397  >  443 [ACK] Seq=2664 Ack=51708 Win=131584 Len=0;;;7,559393;7,560765;0,001372;;0,001372;0;-0,001372
528;7,560765;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,560765;7,560765;0;;0;0;0
529;7,560765;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,560765;7,560765;0;;0;0;0
530;7,560765;;104,18,30,87;192,168,100,98;TLSv1,3;131;Application Data;;;7,560765;7,560765;0;;-4,1E-05;4,1E-05;8,2E-05
531;7,560765;;104,18,30,87;192,168,100,98;TLSv1,3;189;Application Data;;;7,560765;7,560806;4,1E-05;;-0,001412;0,001453;0,002865
532;7,560806;;192,168,100,98;104,18,30,87;TCP;54;65396  >  443 [ACK] Seq=2664 Ack=9097 Win=131584 Len=0;;;7,560806;7,562259;0,001453;;0,001453;0;-0,001453
533;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,562259;7,562259;0;;0;0;0
534;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;1466;Application Data;;;7,562259;7,562259;0;;0;0;0
535;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;769;Application Data;;;7,562259;7,562259;0;;0;0;0
536;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;210;Application Data;;;7,562259;7,562259;0;;0;0;0
537;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,562259;7,562259;0;;0;0;0
538;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;122;Application Data;;;7,562259;7,562259;0;;0;0;0
539;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;1355;Application Data;;;7,562259;7,562259;0;;0;0;0
540;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;136;Application Data;;;7,562259;7,562259;0;;0;0;0
541;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,562259;7,562259;0;;0;0;0
542;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;1048;Application Data;;;7,562259;7,562259;0;;0;0;0
543;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;235;Application Data;;;7,562259;7,562259;0;;0;0;0
544;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;1418;Application Data;;;7,562259;7,562259;0;;0;0;0
545;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;1346;Application Data;;;7,562259;7,562259;0;;0;0;0
546;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,562259;7,562259;0;;-7,3E-05;7,3E-05;0,000146
547;7,562259;;104,18,30,87;192,168,100,98;TLSv1,3;203;Application Data;;;7,562259;7,562332;7,3E-05;;-0,000515;0,000588;0,001103
548;7,562332;;192,168,100,98;104,18,30,87;TCP;54;65396  >  443 [ACK] Seq=2664 Ack=22375 Win=131584 Len=0;;;7,562332;7,562920;0,000588;;0,000588;0;-0,000588
549;7,562920;;104,18,30,87;192,168,100,98;TLSv1,3;1222;Application Data;;;7,562920;7,562920;0;;0;0;0
550;7,562920;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,562920;7,562920;0;;-2,6E-05;2,6E-05;5,2E-05
551;7,562920;;104,18,30,87;192,168,100,98;TLSv1,3;97;Application Data;;;7,562920;7,562946;2,6E-05;;-0,000676;0,000702;0,001378
552;7,562946;;192,168,100,98;104,18,30,87;TCP;54;65396  >  443 [ACK] Seq=2664 Ack=24977 Win=131584 Len=0;;;7,562946;7,563648;0,000702;;0,000702;0;-0,000702
553;7,563648;;104,18,30,87;192,168,100,98;TLSv1,3;1309;Application Data;;;7,563648;7,563648;0;;0;0;0
554;7,563648;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,563648;7,563648;0;;0;0;0
555;7,563648;;104,18,30,87;192,168,100,98;TLSv1,3;236;Application Data;;;7,563648;7,563648;0;;0;0;0
556;7,563648;;104,18,30,87;192,168,100,98;TCP;56;443  >  65401 [ACK] Seq=4193 Ack=598 Win=68608 Len=0;;;7,563648;7,563648;0;;0;0;0
557;7,563648;;104,18,30,87;192,168,100,98;TLSv1,3;1444;Application Data;;;7,563648;7,563648;0;;0;0;0
558;7,563648;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,563648;7,563648;0;;-6,3E-05;6,3E-05;0,000126
559;7,563648;;104,18,30,87;192,168,100,98;TLSv1,3;252;Application Data;;;7,563648;7,563711;6,3E-05;;-0,001067;0,00113;0,002197
560;7,563711;;192,168,100,98;104,18,30,87;TCP;54;65396  >  443 [ACK] Seq=2664 Ack=30784 Win=131584 Len=0;;;7,563711;7,564841;0,00113;;0,00113;0;-0,00113
561;7,564841;;104,18,30,87;192,168,100,98;TLSv1,3;1283;Application Data;;;7,564841;7,564841;0;;0;0;0
562;7,564841;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,564841;7,564841;0;;-2E-05;2E-05;4E-05
563;7,564841;;104,18,30,87;192,168,100,98;TLSv1,3;219;Application Data;;;7,564841;7,564861;2E-05;;-0,000414;0,000434;0,000848
564;7,564861;;192,168,100,98;104,18,30,87;TCP;54;65396  >  443 [ACK] Seq=2664 Ack=33569 Win=131584 Len=0;;;7,564861;7,565295;0,000434;;0,000434;0;-0,000434
565;7,565295;;104,18,30,87;192,168,100,98;TLSv1,3;1309;Application Data;;;7,565295;7,565295;0;;0;0;0
566;7,565295;;104,18,30,87;192,168,100,98;TLSv1,3;1443;Application Data;;;7,565295;7,565295;0;;0;0;0
567;7,565295;;104,18,30,87;192,168,100,98;TLSv1,3;1351;Application Data;;;7,565295;7,565295;0;;0;0;0
568;7,565295;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,565295;7,565295;0;;-2,3E-05;2,3E-05;4,6E-05
569;7,565295;;104,18,30,87;192,168,100,98;TLSv1,3;147;Application Data;;;7,565295;7,565318;2,3E-05;;-0,001592;0,001615;0,003207
570;7,565318;;192,168,100,98;104,18,30,87;TCP;54;65396  >  443 [ACK] Seq=2664 Ack=38994 Win=131584 Len=0;;;7,565318;7,566933;0,001615;;0,001615;0;-0,001615
571;7,566933;;104,18,30,87;192,168,100,98;TLSv1,3;1445;Application Data;;;7,566933;7,566933;0;;0;0;0
